country,zone,date_MMYY,households,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,w_supplied,total_consumption,metered,ww_capacity
malawi,Kanengo,May/23,9693,200,100,153,89,125,79,299395.00,649351.00,3301.00,28773.00
malawi,Kanengo,Jun/23,9693,100,100,74,98,65,92,422063.00,847096.00,3484.00,50111.00
malawi,Kanengo,Jul/23,9693,200,150,158,146,154,134,325805.00,793550.00,3326.00,53333.00
malawi,Kanengo,Aug/23,9693,150,100,106,76,105,74,436947.00,994182.00,2833.00,28909.00
malawi,Kanengo,Sep/23,9693,100,150,94,143,92,130,261942.00,564898.00,2364.00,32631.00
malawi,Kanengo,Oct/23,9693,100,150,87,145,70,119,373992.00,903487.00,3491.00,38765.00
malawi,Kanengo,Nov/23,9693,100,100,81,79,81,79,290226.00,657521.00,2927.00,26725.00
malawi,Kanengo,Dec/23,9693,200,150,179,105,169,101,357174.00,797889.00,2988.00,45985.00
malawi,Lumbadzi,Jan/23,3792,200,200,145,153,119,150,471936.00,1022725.00,1121.00,50397.00
malawi,Lumbadzi,Feb/23,3792,150,200,145,144,134,124,137395.00,337803.00,873.00,14519.00
malawi,Lumbadzi,Mar/23,3792,100,200,95,164,79,137,155693.00,336724.00,1142.00,32769.00
malawi,Lumbadzi,Apr/23,3792,200,150,187,117,165,107,209025.00,462781.00,959.00,43365.00
malawi,Lumbadzi,May/23,3792,100,150,79,132,77,124,253736.00,507824.00,960.00,36542.00
malawi,Lumbadzi,Jun/23,3792,100,200,75,178,70,170,377458.00,810972.00,1123.00,22232.00
malawi,Lumbadzi,Jul/23,3792,150,150,106,126,93,102,270317.00,657539.00,999.00,39650.00
malawi,Lumbadzi,Aug/23,3792,100,100,77,92,70,77,164311.00,361044.00,1059.00,93924.00
malawi,Lumbadzi,Sep/23,3792,150,150,136,150,109,149,237734.00,511063.00,963.00,50952.00
malawi,Lumbadzi,Oct/23,3792,150,100,133,80,113,69,256823.00,602623.00,831.00,50102.00
malawi,Lumbadzi,Nov/23,3792,200,200,183,191,149,162,313378.00,680032.00,890.00,28971.00
malawi,Lumbadzi,Dec/23,3792,200,200,175,190,171,166,328475.00,754746.00,1055.00,59995.00
malawi,Old Town,Jan/24,166227,150,100,114,72,96,68,349020.00,842591.00,45814.00,8047.00
malawi,Old Town,Feb/24,166227,150,100,138,79,125,69,355863.00,753298.00,57575.00,37101.00
malawi,Old Town,Mar/24,166227,150,200,122,191,110,162,162019.00,393589.00,46083.00,25871.00
malawi,Old Town,Apr/24,166227,150,200,138,175,134,150,102026.00,233851.00,61784.00,51869.00
malawi,Old Town,May/24,166227,200,100,145,87,128,73,322210.00,646069.00,53960.00,28697.00
malawi,Old Town,Jun/24,166227,100,200,76,140,71,118,370311.00,880933.00,48241.00,42552.00
malawi,Old Town,Jul/24,166227,200,150,170,111,138,98,461745.00,1116274.00,55469.00,42350.00
malawi,Old Town,Aug/24,166227,200,150,190,127,180,122,139887.00,327201.00,46138.00,23573.00
malawi,Old Town,Sep/24,166227,150,100,109,78,100,77,335923.00,762900.00,60546.00,38505.00
malawi,Old Town,Oct/24,166227,100,100,100,83,97,71,438874.00,930082.00,54633.00,5713.00
malawi,Old Town,Nov/24,166227,100,100,80,95,68,79,182410.00,368011.00,53517.00,29279.00
malawi,Old Town,Dec/24,166227,200,150,152,137,127,133,346276.00,725435.00,58577.00,29479.00
malawi,Capital Hill,Jan/24,122297,100,100,88,83,86,81,247823.00,542299.00,43691.00,46428.00
malawi,Capital Hill,Feb/24,122297,150,150,116,141,100,127,494533.00,1111884.00,40075.00,8636.00
malawi,Capital Hill,Mar/24,122297,150,150,119,115,95,98,196741.00,463708.00,33883.00,91984.00
malawi,Capital Hill,Apr/24,122297,200,150,161,121,153,105,436296.00,1085279.00,35366.00,53900.00
malawi,Capital Hill,May/24,122297,200,100,157,81,133,69,130459.00,285493.00,31854.00,6956.00
malawi,Capital Hill,Jun/24,122297,200,150,146,144,128,132,214198.00,512591.00,45013.00,65516.00
malawi,Capital Hill,Jul/24,122297,100,100,92,95,81,81,228859.00,503250.00,43208.00,29060.00
malawi,Capital Hill,Aug/24,122297,150,200,108,161,97,135,135145.00,313498.00,44613.00,40531.00
malawi,Capital Hill,Sep/24,122297,150,100,130,96,111,86,349287.00,825208.00,46140.00,41082.00
malawi,Capital Hill,Oct/24,122297,100,100,93,88,86,86,328257.00,809155.00,38054.00,32599.00
malawi,Capital Hill,Nov/24,122297,200,200,189,194,167,168,181549.00,400862.00,42157.00,47221.00
malawi,Capital Hill,Dec/24,122297,100,150,82,148,74,120,295733.00,732987.00,36965.00,70226.00
malawi,Kanengo,Jan/24,10312,200,100,172,91,155,79,406915.00,967109.00,2211.00,79714.00
malawi,Kanengo,Feb/24,10312,200,100,154,86,131,74,235918.00,565631.00,1792.00,32340.00
malawi,Kanengo,Mar/24,10312,200,100,169,86,156,75,480562.00,1123166.00,1949.00,8097.00
malawi,Kanengo,Apr/24,10312,150,150,113,123,103,122,321528.00,750652.00,2512.00,55273.00
malawi,Kanengo,May/24,10312,150,200,149,193,134,155,436483.00,1049990.00,2403.00,5017.00
malawi,Kanengo,Jun/24,10312,200,100,142,73,142,64,449184.00,1051017.00,1699.00,52112.00
malawi,Kanengo,Jul/24,10312,200,200,177,199,158,172,402086.00,879192.00,2065.00,4965.00
malawi,Kanengo,Aug/24,10312,150,150,124,114,105,96,292131.00,680199.00,2055.00,47206.00
malawi,Kanengo,Sep/24,10312,200,100,198,78,171,73,169335.00,417442.00,2386.00,56459.00
malawi,Kanengo,Oct/24,10312,100,100,93,85,77,77,174139.00,433870.00,1888.00,88455.00
malawi,Kanengo,Nov/24,10312,150,100,124,93,103,81,303340.00,684391.00,1749.00,80197.00
malawi,Kanengo,Dec/24,10312,150,100,119,84,114,80,197155.00,489070.00,2384.00,93592.00
malawi,Lumbadzi,Jan/24,4100,150,100,149,71,139,65,473999.00,1177545.00,1464.00,26331.00
malawi,Lumbadzi,Feb/24,4100,200,100,184,89,172,82,196223.00,465788.00,1415.00,36508.00
malawi,Lumbadzi,Mar/24,4100,200,200,174,152,156,136,473987.00,1062320.00,1346.00,67132.00
malawi,Lumbadzi,Apr/24,4100,200,100,156,92,136,79,243488.00,553450.00,1295.00,27235.00
malawi,Lumbadzi,May/24,4100,150,150,142,118,115,113,433094.00,959202.00,1078.00,57070.00
malawi,Lumbadzi,Jun/24,4100,200,100,166,91,146,74,278191.00,598069.00,1311.00,79804.00
malawi,Lumbadzi,Jul/24,4100,200,100,184,87,163,83,471265.00,1163229.00,1037.00,70559.00
malawi,Lumbadzi,Aug/24,4100,200,200,167,143,153,115,234015.00,571937.00,1133.00,17284.00
malawi,Lumbadzi,Sep/24,4100,200,150,159,128,131,122,281328.00,600963.00,1246.00,15597.00
malawi,Lumbadzi,Oct/24,4100,100,100,84,98,75,87,434624.00,920088.00,1235.00,25614.00
malawi,Lumbadzi,Nov/24,4100,100,150,94,110,83,99,199570.00,415710.00,1113.00,23941.00
malawi,Lumbadzi,Dec/24,4100,100,150,94,125,89,113,495990.00,1055439.00,1259.00,78436.00
Uganda,Rubaga,Jan/20,141678,200,150,181,132,163,127,426112.00,983153.00,139126.00,55814.00
Uganda,Rubaga,Feb/20,141678,100,150,95,140,83,136,178410.00,373618.00,170757.00,4225.00
Uganda,Rubaga,Mar/20,141678,150,200,147,148,138,120,212849.00,500535.00,172550.00,9066.00
Uganda,Rubaga,Apr/20,141678,200,150,199,147,176,127,493249.00,1136778.00,138596.00,52829.00
Uganda,Rubaga,May/20,141678,200,200,197,180,187,156,420769.00,1014431.00,173572.00,9371.00
Uganda,Rubaga,Jun/20,141678,100,200,89,155,88,151,231739.00,506295.00,139933.00,27791.00
Uganda,Rubaga,Jul/20,141678,150,150,138,107,112,91,106951.00,263968.00,192401.00,39427.00
Uganda,Rubaga,Aug/20,141678,100,150,82,144,79,126,477310.00,1057195.00,131212.00,40260.00
Uganda,Rubaga,Sep/20,141678,150,100,125,77,117,63,382131.00,779710.00,133917.00,38240.00
Uganda,Rubaga,Oct/20,141678,200,100,172,73,162,72,169822.00,343464.00,132495.00,14741.00
Uganda,Rubaga,Nov/20,141678,200,100,153,84,144,78,119419.00,271037.00,149238.00,71801.00
Uganda,Rubaga,Dec/20,141678,150,100,144,75,143,68,360027.00,793386.00,184382.00,62456.00
Uganda,Central,Jan/20,103106,150,100,134,86,122,81,467744.00,971544.00,95951.00,42478.00
Uganda,Central,Feb/20,103106,100,200,92,192,75,180,403494.00,963061.00,73807.00,68523.00
Uganda,Central,Mar/20,103106,100,100,98,75,91,70,190830.00,440524.00,76013.00,61590.00
Uganda,Central,Apr/20,103106,100,200,70,162,59,162,455243.00,1137755.00,100984.00,45510.00
Uganda,Central,May/20,103106,100,150,91,148,83,130,181222.00,397367.00,79874.00,48415.00
Uganda,Central,Jun/20,103106,200,150,198,144,197,143,103097.00,217378.00,77748.00,19467.00
Uganda,Central,Jul/20,103106,150,100,129,96,105,81,117914.00,261367.00,94048.00,96603.00
Uganda,Central,Aug/20,103106,100,100,91,79,79,74,341351.00,785472.00,102328.00,15406.00
Uganda,Central,Sep/20,103106,150,100,134,79,126,70,361560.00,903092.00,77021.00,35547.00
Uganda,Central,Oct/20,103106,100,150,98,136,98,118,394223.00,832810.00,83473.00,29867.00
Uganda,Central,Nov/20,103106,200,150,172,115,156,103,368683.00,775007.00,81774.00,44885.00
Uganda,Central,Dec/20,103106,100,200,84,167,84,156,144554.00,316466.00,92727.00,40859.00
Uganda,Nakawa,Jan/20,22944,150,150,122,137,121,124,203908.00,499741.00,21671.00,42338.00
Uganda,Nakawa,Feb/20,22944,200,150,170,131,166,126,162761.00,348452.00,20103.00,79562.00
Uganda,Nakawa,Mar/20,22944,100,200,72,156,68,154,151639.00,332172.00,17830.00,29956.00
Uganda,Nakawa,Apr/20,22944,150,150,126,138,124,131,395223.00,799438.00,23143.00,47808.00
Uganda,Nakawa,May/20,22944,200,200,151,175,149,161,233666.00,471101.00,20149.00,35290.00
Uganda,Nakawa,Jun/20,22944,150,100,150,77,134,70,146070.00,309825.00,20919.00,41413.00
Uganda,Nakawa,Jul/20,22944,100,200,89,172,86,146,278902.00,631842.00,24538.00,23713.00
Uganda,Nakawa,Aug/20,22944,100,100,96,82,94,81,231307.00,472308.00,24643.00,41840.00
Uganda,Nakawa,Sep/20,22944,150,150,132,144,122,135,140416.00,305494.00,19203.00,41024.00
Uganda,Nakawa,Oct/20,22944,150,100,147,78,132,77,343484.00,801543.00,19900.00,57547.00
Uganda,Nakawa,Nov/20,22944,150,100,121,73,111,66,286351.00,689878.00,23657.00,41960.00
Uganda,Nakawa,Dec/20,22944,200,150,156,137,141,128,162889.00,351292.00,23632.00,66791.00
Uganda,Kawempe,Jan/20,190135,200,150,153,136,132,126,138097.00,292558.00,225104.00,83838.00
Uganda,Kawempe,Feb/20,190135,100,200,71,161,60,133,477392.00,1167424.00,246943.00,27832.00
Uganda,Kawempe,Mar/20,190135,150,150,124,144,112,119,430788.00,1026013.00,236923.00,6103.00
Uganda,Kawempe,Apr/20,190135,200,150,174,148,159,133,190653.00,420989.00,202039.00,86344.00
Uganda,Kawempe,May/20,190135,100,200,73,199,70,191,367744.00,865268.00,259955.00,26840.00
Uganda,Kawempe,Jun/20,190135,200,200,153,150,137,143,259421.00,602711.00,195482.00,55919.00
Uganda,Kawempe,Jul/20,190135,200,150,184,136,172,121,429773.00,982930.00,245787.00,9857.00
Uganda,Kawempe,Aug/20,190135,100,200,89,140,78,133,471249.00,1053210.00,216201.00,50895.00
Uganda,Kawempe,Sep/20,190135,150,100,108,83,105,77,438677.00,945657.00,217846.00,42973.00
Uganda,Kawempe,Oct/20,190135,200,150,151,110,147,109,289847.00,674294.00,226481.00,35475.00
Uganda,Kawempe,Nov/20,190135,200,200,190,151,177,140,273077.00,562530.00,264755.00,28443.00
Uganda,Kawempe,Dec/20,190135,100,150,84,139,73,138,459182.00,985999.00,194943.00,20165.00
Uganda,Rubaga,Jan/21,146125,100,200,78,144,73,121,434234.00,1075708.00,148185.00,10742.00
Uganda,Rubaga,Feb/21,146125,200,100,155,89,139,82,328140.00,784367.00,187932.00,37289.00
Uganda,Rubaga,Mar/21,146125,100,150,82,131,73,118,368585.00,764446.00,182745.00,27889.00
Uganda,Rubaga,Apr/21,146125,200,150,156,146,135,138,297752.00,702450.00,132694.00,16081.00
Uganda,Rubaga,May/21,146125,200,150,200,115,177,109,116599.00,239118.00,155978.00,55665.00
Uganda,Rubaga,Jun/21,146125,100,100,87,73,85,72,150727.00,353725.00,191965.00,65786.00
Uganda,Rubaga,Jul/21,146125,200,100,143,93,115,90,221602.00,512690.00,173750.00,39757.00
Uganda,Rubaga,Aug/21,146125,100,100,72,91,62,89,187190.00,464956.00,130604.00,80441.00
Uganda,Rubaga,Sep/21,146125,200,200,147,153,130,127,469934.00,1135026.00,139323.00,50966.00
Uganda,Rubaga,Oct/21,146125,150,150,136,112,120,111,361422.00,781495.00,190713.00,25162.00
Uganda,Rubaga,Nov/21,146125,150,200,146,178,127,159,202279.00,426137.00,150396.00,59263.00
Uganda,Rubaga,Dec/21,146125,200,100,162,84,159,84,241682.00,531224.00,171099.00,37705.00
Uganda,Central,Jan/21,107422,150,150,148,146,120,118,376372.00,855718.00,130171.00,37793.00
Uganda,Central,Feb/21,107422,100,100,72,79,67,74,483641.00,1050013.00,97430.00,67752.00
Uganda,Central,Mar/21,107422,100,200,97,161,96,151,214651.00,480495.00,102737.00,85381.00
Uganda,Central,Apr/21,107422,200,150,195,115,173,95,367304.00,841487.00,103822.00,35399.00
Uganda,Central,May/21,107422,100,100,95,73,86,62,189339.00,429319.00,99401.00,69903.00
Uganda,Central,Jun/21,107422,200,150,198,139,174,122,150833.00,328720.00,131553.00,73142.00
Uganda,Central,Jul/21,107422,200,150,176,147,172,134,120082.00,261034.00,99605.00,33801.00
Uganda,Central,Aug/21,107422,150,100,140,86,126,74,312808.00,756250.00,100041.00,20422.00
Uganda,Central,Sep/21,107422,200,100,192,77,190,65,438980.00,971889.00,129270.00,55631.00
Uganda,Central,Oct/21,107422,200,100,160,86,156,72,452625.00,1047142.00,96363.00,71942.00
Uganda,Central,Nov/21,107422,150,150,124,117,120,95,392610.00,843472.00,109916.00,13242.00
Uganda,Central,Dec/21,107422,150,150,131,133,120,130,442181.00,915327.00,132918.00,45976.00
Uganda,Nakawa,Jan/21,23980,200,100,166,86,146,86,139720.00,298040.00,27965.00,46507.00
Uganda,Nakawa,Feb/21,23980,200,100,167,94,148,92,399021.00,922820.00,23372.00,77681.00
Uganda,Nakawa,Mar/21,23980,200,100,185,94,149,83,440330.00,1058499.00,33985.00,11056.00
Uganda,Nakawa,Apr/21,23980,200,100,188,98,180,88,476841.00,962236.00,27652.00,5876.00
Uganda,Nakawa,May/21,23980,100,100,72,86,67,71,300420.00,679761.00,26017.00,59515.00
Uganda,Nakawa,Jun/21,23980,100,150,93,106,83,105,387266.00,907261.00,24019.00,60501.00
Uganda,Nakawa,Jul/21,23980,100,150,80,113,76,108,333233.00,761539.00,28379.00,53579.00
Uganda,Nakawa,Aug/21,23980,200,100,169,89,158,85,383915.00,781877.00,33578.00,55593.00
Uganda,Nakawa,Sep/21,23980,100,200,87,174,81,153,136680.00,304044.00,24444.00,8670.00
Uganda,Nakawa,Oct/21,23980,200,150,142,131,141,122,321555.00,779673.00,30136.00,12449.00
Uganda,Nakawa,Nov/21,23980,150,150,108,111,87,95,478612.00,1143636.00,33344.00,40516.00
Uganda,Nakawa,Dec/21,23980,200,200,177,141,154,115,330241.00,667436.00,25177.00,16906.00
Uganda,Kawempe,Jan/21,194595,200,150,162,125,148,107,236275.00,509980.00,231329.00,92612.00
Uganda,Kawempe,Feb/21,194595,200,100,193,77,165,66,118461.00,241469.00,234384.00,19024.00
Uganda,Kawempe,Mar/21,194595,100,100,97,82,90,66,367672.00,752439.00,237133.00,33471.00
Uganda,Kawempe,Apr/21,194595,100,150,72,137,71,114,453709.00,1099431.00,211220.00,34794.00
Uganda,Kawempe,May/21,194595,150,150,114,150,98,139,464587.00,959648.00,235879.00,47523.00
Uganda,Kawempe,Jun/21,194595,200,200,165,170,135,154,326190.00,703417.00,213583.00,52875.00
Uganda,Kawempe,Jul/21,194595,200,200,198,159,196,146,405730.00,844174.00,222568.00,31552.00
Uganda,Kawempe,Aug/21,194595,150,150,144,115,120,108,280283.00,638237.00,305988.00,8069.00
Uganda,Kawempe,Sep/21,194595,100,200,100,197,88,179,353710.00,713407.00,285890.00,6902.00
Uganda,Kawempe,Oct/21,194595,200,150,195,148,160,121,249389.00,544420.00,299234.00,78337.00
Uganda,Kawempe,Nov/21,194595,200,100,143,86,123,69,335980.00,704411.00,249609.00,22018.00
Uganda,Kawempe,Dec/21,194595,200,100,174,99,143,89,176434.00,387729.00,235334.00,48698.00
Uganda,Rubaga,Jan/22,150451,150,200,130,180,118,163,372189.00,861816.00,171050.00,25927.00
Uganda,Rubaga,Feb/22,150451,200,150,173,145,169,134,385910.00,777216.00,178592.00,45501.00
Uganda,Rubaga,Mar/22,150451,100,100,85,99,69,91,490027.00,1126897.00,186775.00,10407.00
Uganda,Rubaga,Apr/22,150451,150,150,150,133,120,127,164235.00,336115.00,192219.00,17131.00
Uganda,Rubaga,May/22,150451,100,200,96,145,82,118,375833.00,914311.00,172837.00,94603.00
Uganda,Rubaga,Jun/22,150451,100,100,86,82,80,66,132058.00,286978.00,141743.00,33709.00
Uganda,Rubaga,Jul/22,150451,100,200,87,198,85,172,400893.00,982793.00,166223.00,55145.00
Uganda,Rubaga,Aug/22,150451,150,100,122,93,98,80,421685.00,1007293.00,177319.00,30927.00
Uganda,Rubaga,Sep/22,150451,200,100,189,77,174,71,347503.00,852566.00,179045.00,29041.00
Uganda,Rubaga,Oct/22,150451,200,100,195,90,183,76,200880.00,466002.00,155067.00,12551.00
Uganda,Rubaga,Nov/22,150451,200,100,179,73,157,66,481199.00,1163346.00,176389.00,20458.00
Uganda,Rubaga,Dec/22,150451,200,150,180,115,153,96,326939.00,749867.00,165277.00,18601.00
Uganda,Central,Jan/22,111020,100,100,75,76,64,66,380617.00,764390.00,103542.00,54434.00
Uganda,Central,Feb/22,111020,100,100,74,86,67,70,247536.00,539406.00,130190.00,46367.00
Uganda,Central,Mar/22,111020,150,200,113,153,100,140,377966.00,869697.00,129339.00,9370.00
Uganda,Central,Apr/22,111020,150,100,121,71,103,70,255372.00,612411.00,104308.00,25256.00
Uganda,Central,May/22,111020,200,200,185,157,157,137,235177.00,541879.00,104242.00,48819.00
Uganda,Central,Jun/22,111020,100,100,86,90,85,75,166623.00,409155.00,107503.00,44391.00
Uganda,Central,Jul/22,111020,150,150,107,148,90,147,102060.00,214607.00,139567.00,44215.00
Uganda,Central,Aug/22,111020,100,200,91,163,76,140,344326.00,752113.00,145542.00,7598.00
Uganda,Central,Sep/22,111020,200,200,144,179,117,174,337795.00,820078.00,103709.00,16775.00
Uganda,Central,Oct/22,111020,100,150,85,145,70,139,377129.00,819054.00,102195.00,32279.00
Uganda,Central,Nov/22,111020,200,100,192,72,164,60,383797.00,787907.00,116332.00,41233.00
Uganda,Central,Dec/22,111020,100,150,80,146,79,144,230109.00,555846.00,123546.00,57112.00
Uganda,Nakawa,Jan/22,24423,100,150,91,149,85,123,310631.00,693569.00,27671.00,64356.00
Uganda,Nakawa,Feb/22,24423,200,100,155,85,139,82,188717.00,388944.00,30261.00,22179.00
Uganda,Nakawa,Mar/22,24423,150,100,144,99,122,90,346329.00,698163.00,31068.00,16715.00
Uganda,Nakawa,Apr/22,24423,150,100,127,76,106,73,263993.00,580309.00,25477.00,38981.00
Uganda,Nakawa,May/22,24423,150,100,143,88,136,86,343659.00,843704.00,23347.00,51691.00
Uganda,Nakawa,Jun/22,24423,200,150,192,115,187,114,197677.00,461822.00,31006.00,70003.00
Uganda,Nakawa,Jul/22,24423,200,200,157,179,139,164,478138.00,1046176.00,31411.00,32145.00
Uganda,Nakawa,Aug/22,24423,150,150,113,122,91,115,119795.00,247568.00,24305.00,5852.00
Uganda,Nakawa,Sep/22,24423,150,150,112,107,104,102,453120.00,983275.00,23789.00,53663.00
Uganda,Nakawa,Oct/22,24423,200,150,163,112,143,105,468411.00,987551.00,28176.00,88001.00
Uganda,Nakawa,Nov/22,24423,150,150,135,123,134,113,105694.00,219945.00,30309.00,48974.00
Uganda,Nakawa,Dec/22,24423,150,150,140,126,136,122,372230.00,865761.00,31708.00,37316.00
Uganda,Kawempe,Jan/22,202756,100,150,80,150,77,130,129886.00,312527.00,160670.00,17822.00
Uganda,Kawempe,Feb/22,202756,100,100,87,75,86,66,455195.00,969706.00,211009.00,53140.00
Uganda,Kawempe,Mar/22,202756,150,150,115,113,109,96,381206.00,796801.00,207112.00,73224.00
Uganda,Kawempe,Apr/22,202756,150,100,116,98,102,95,100437.00,230298.00,162309.00,63990.00
Uganda,Kawempe,May/22,202756,200,200,193,149,177,125,248106.00,501041.00,204013.00,46886.00
Uganda,Kawempe,Jun/22,202756,200,100,148,73,126,59,338642.00,766529.00,210502.00,25777.00
Uganda,Kawempe,Jul/22,202756,200,200,164,165,148,160,189743.00,452614.00,181542.00,69777.00
Uganda,Kawempe,Aug/22,202756,100,100,91,94,91,84,237563.00,583348.00,170445.00,28538.00
Uganda,Kawempe,Sep/22,202756,150,100,115,96,101,87,229681.00,548337.00,168519.00,63490.00
Uganda,Kawempe,Oct/22,202756,150,150,109,137,94,123,261377.00,532979.00,157052.00,16731.00
Uganda,Kawempe,Nov/22,202756,100,200,75,184,67,155,407363.00,826230.00,202027.00,75620.00
Uganda,Kawempe,Dec/22,202756,100,150,74,136,68,120,102772.00,215774.00,163058.00,50631.00
Uganda,Rubaga,Jan/23,151973,200,200,157,167,153,150,333820.00,757675.00,150560.00,46404.00
Uganda,Rubaga,Feb/23,151973,200,200,183,145,149,137,467664.00,1052292.00,154394.00,46059.00
Uganda,Rubaga,Mar/23,151973,150,100,115,77,96,64,210472.00,496855.00,158947.00,66375.00
Uganda,Rubaga,Apr/23,151973,200,150,148,121,126,100,421835.00,907628.00,188918.00,46734.00
Uganda,Rubaga,May/23,151973,150,150,138,109,116,94,188591.00,434461.00,187208.00,59329.00
Uganda,Rubaga,Jun/23,151973,100,100,83,89,77,72,400920.00,857690.00,153168.00,62249.00
Uganda,Rubaga,Jul/23,151973,150,200,135,142,128,124,318616.00,684262.00,182576.00,74044.00
Uganda,Rubaga,Aug/23,151973,100,200,99,184,91,183,318100.00,663961.00,138699.00,28892.00
Uganda,Rubaga,Sep/23,151973,200,200,154,165,143,142,277457.00,603322.00,138267.00,49697.00
Uganda,Rubaga,Oct/23,151973,100,200,99,174,99,156,457506.00,1122859.00,146574.00,24284.00
Uganda,Rubaga,Nov/23,151973,100,200,100,179,86,144,201059.00,477873.00,137844.00,40656.00
Uganda,Rubaga,Dec/23,151973,200,150,151,134,139,127,272443.00,561722.00,180220.00,73817.00
Uganda,Central,Jan/23,113269,150,150,139,129,125,121,185007.00,397896.00,109498.00,10578.00
Uganda,Central,Feb/23,113269,150,100,139,86,119,77,253116.00,559029.00,138377.00,13480.00
Uganda,Central,Mar/23,113269,100,150,74,111,61,104,412727.00,980225.00,123155.00,49441.00
Uganda,Central,Apr/23,113269,150,200,130,186,105,167,210083.00,468319.00,117837.00,69089.00
Uganda,Central,May/23,113269,200,150,181,136,163,128,477330.00,1076716.00,134232.00,62315.00
Uganda,Central,Jun/23,113269,150,150,150,118,140,112,148876.00,350329.00,138034.00,38192.00
Uganda,Central,Jul/23,113269,100,200,94,141,80,131,236535.00,570495.00,99800.00,79582.00
Uganda,Central,Aug/23,113269,150,200,126,152,109,147,331246.00,778609.00,133737.00,70408.00
Uganda,Central,Sep/23,113269,200,200,184,176,159,160,254945.00,512424.00,128005.00,80036.00
Uganda,Central,Oct/23,113269,150,100,148,97,123,95,226182.00,483557.00,112028.00,24047.00
Uganda,Central,Nov/23,113269,200,150,152,125,140,115,435950.00,919333.00,125224.00,22393.00
Uganda,Central,Dec/23,113269,150,200,142,185,115,178,397069.00,861587.00,112510.00,51446.00
Uganda,Nakawa,Jan/23,24884,150,200,150,186,147,170,236254.00,527974.00,20383.00,49624.00
Uganda,Nakawa,Feb/23,24884,100,150,78,131,66,118,300363.00,619584.00,24044.00,82780.00
Uganda,Nakawa,Mar/23,24884,150,100,126,85,101,77,399148.00,803787.00,21981.00,42865.00
Uganda,Nakawa,Apr/23,24884,150,100,107,79,103,73,367438.00,810132.00,24958.00,44928.00
Uganda,Nakawa,May/23,24884,150,100,123,75,114,66,347693.00,789922.00,22137.00,21645.00
Uganda,Nakawa,Jun/23,24884,200,150,165,134,156,125,496543.00,1113338.00,19088.00,47481.00
Uganda,Nakawa,Jul/23,24884,100,100,88,77,74,66,276201.00,622723.00,20995.00,60477.00
Uganda,Nakawa,Aug/23,24884,200,100,191,71,173,66,342949.00,726123.00,22470.00,6036.00
Uganda,Nakawa,Sep/23,24884,200,200,177,154,144,127,311731.00,723963.00,26098.00,59141.00
Uganda,Nakawa,Oct/23,24884,100,100,94,79,85,76,259835.00,554879.00,22872.00,76465.00
Uganda,Nakawa,Nov/23,24884,100,200,76,145,74,119,111254.00,236595.00,25320.00,52159.00
Uganda,Nakawa,Dec/23,24884,150,200,118,151,117,140,255934.00,559836.00,24325.00,33406.00
Uganda,Kawempe,Jan/23,206628,100,150,86,127,86,120,101898.00,221519.00,160005.00,65271.00
Uganda,Kawempe,Feb/23,206628,200,150,181,145,166,135,457340.00,994785.00,188796.00,14484.00
Uganda,Kawempe,Mar/23,206628,200,200,193,149,163,148,118228.00,268352.00,232080.00,93422.00
Uganda,Kawempe,Apr/23,206628,200,200,172,163,146,145,223690.00,448473.00,203889.00,63212.00
Uganda,Kawempe,May/23,206628,100,150,74,142,62,142,365719.00,852033.00,226889.00,24431.00
Uganda,Kawempe,Jun/23,206628,200,150,174,135,148,114,382752.00,841583.00,195027.00,17695.00
Uganda,Kawempe,Jul/23,206628,150,200,123,143,121,120,293631.00,655247.00,160692.00,8800.00
Uganda,Kawempe,Aug/23,206628,150,150,145,106,134,89,456297.00,1062414.00,215965.00,53804.00
Uganda,Kawempe,Sep/23,206628,200,150,185,106,158,104,203035.00,502602.00,196168.00,80060.00
Uganda,Kawempe,Oct/23,206628,100,100,78,95,72,80,407084.00,939156.00,196883.00,23061.00
Uganda,Kawempe,Nov/23,206628,100,200,95,179,91,156,180142.00,376039.00,188714.00,89313.00
Uganda,Kawempe,Dec/23,206628,150,100,134,76,131,69,161532.00,385337.00,199846.00,29992.00
Uganda,Rubaga,Jan/24,159734,200,100,191,85,190,71,370333.00,865612.00,132131.00,47328.00
Uganda,Rubaga,Feb/24,159734,200,100,146,79,117,66,155891.00,339528.00,152341.00,36387.00
Uganda,Rubaga,Mar/24,159734,200,100,167,81,137,79,158037.00,345699.00,162680.00,32550.00
Uganda,Rubaga,Apr/24,159734,100,150,85,113,74,102,178561.00,387104.00,132730.00,40290.00
Uganda,Rubaga,May/24,159734,100,200,96,178,84,160,159214.00,335774.00,172781.00,57024.00
Uganda,Rubaga,Jun/24,159734,200,200,188,154,166,136,395522.00,806467.00,153873.00,53678.00
Uganda,Rubaga,Jul/24,159734,150,200,136,159,119,139,436975.00,928700.00,170127.00,32548.00
Uganda,Rubaga,Aug/24,159734,150,150,128,142,120,127,300592.00,719877.00,174707.00,15039.00
Uganda,Rubaga,Sep/24,159734,150,200,120,155,116,139,310425.00,748914.00,138080.00,32430.00
Uganda,Rubaga,Oct/24,159734,150,200,112,142,95,138,372495.00,893745.00,178613.00,23658.00
