country,zone,date_MMYY,households,sewer_connections,public_toilets,workforce,f_workforce,ww_collected,ww_treated,ww_reused,w_supplied,hh_emptied,fs_treated,fs_reused
malawi,Kanengo,Aug/20,8795,310,55,21,6,17141.00,12131.00,7826.00,208272.00,1773.00,6173.00,3687.00
malawi,Kanengo,Sep/20,8795,310,56,21,10,83821.00,42194.00,31135.00,466348.00,1675.00,41871.00,22987.00
malawi,Kanengo,Oct/20,8795,310,56,20,9,37708.00,24951.00,17153.00,452837.00,2007.00,38213.00,21369.00
malawi,Kanengo,Nov/20,8795,310,58,21,8,21740.00,17111.00,13501.00,475097.00,1393.00,88578.00,58996.00
malawi,Kanengo,Dec/20,8795,310,55,20,8,53648.00,35642.00,19988.00,387777.00,2771.00,59276.00,29789.00
malawi,Lumbadzi,Jan/20,3474,92,80,16,5,78681.00,57629.00,29053.00,162038.00,1027.00,23400.00,12280.00
malawi,Lumbadzi,Feb/20,3474,92,82,15,4,80840.00,51130.00,30603.00,245285.00,835.00,47278.00,29496.00
malawi,Lumbadzi,Mar/20,3474,92,81,13,4,43592.00,30489.00,15490.00,202543.00,1009.00,83821.00,55387.00
malawi,Lumbadzi,Apr/20,3474,92,79,14,3,43777.00,27553.00,17788.00,479672.00,987.00,41629.00,23304.00
malawi,Lumbadzi,May/20,3474,92,82,16,5,97086.00,54928.00,39509.00,464306.00,1022.00,16236.00,10873.00
malawi,Lumbadzi,Jun/20,3474,92,82,16,5,95865.00,74450.00,38271.00,327984.00,1162.00,99553.00,52062.00
malawi,Lumbadzi,Jul/20,3474,92,78,16,2,60645.00,32704.00,22375.00,307344.00,990.00,50003.00,25538.00
malawi,Lumbadzi,Aug/20,3474,92,82,16,2,26806.00,19656.00,9943.00,237944.00,1135.00,69421.00,46689.00
malawi,Lumbadzi,Sep/20,3474,92,80,16,2,21174.00,14747.00,10139.00,413921.00,740.00,13653.00,9357.00
malawi,Lumbadzi,Oct/20,3474,92,80,16,5,97483.00,63111.00,39598.00,235322.00,1205.00,115921.00,63378.00
malawi,Lumbadzi,Nov/20,3474,92,80,16,4,10483.00,5946.00,3711.00,192641.00,1075.00,67202.00,42738.00
malawi,Lumbadzi,Dec/20,3474,92,78,15,6,15169.00,11445.00,8581.00,255775.00,544.00,17231.00,11041.00
malawi,Old Town,Jan/21,149260,8030,35,24,5,8754.00,6136.00,3315.00,351749.00,45254.00,113807.00,72514.00
malawi,Old Town,Feb/21,149260,8030,33,25,5,42652.00,29347.00,19379.00,494150.00,36000.00,76437.00,53243.00
malawi,Old Town,Mar/21,149260,8030,33,23,7,74057.00,54298.00,33538.00,287791.00,49790.00,51834.00,35191.00
malawi,Old Town,Apr/21,149260,8030,37,25,6,65479.00,38474.00,28685.00,484062.00,34639.00,16260.00,11203.00
malawi,Old Town,May/21,149260,8030,34,23,7,84605.00,53189.00,28577.00,181090.00,31463.00,7121.00,4736.00
malawi,Old Town,Jun/21,149260,8030,38,25,7,77532.00,46551.00,33253.00,397448.00,24649.00,112032.00,70940.00
malawi,Old Town,Jul/21,149260,8030,33,24,5,57167.00,37881.00,30278.00,101327.00,38366.00,51386.00,27480.00
malawi,Old Town,Aug/21,149260,8030,37,23,5,94009.00,54882.00,39973.00,470446.00,32526.00,86882.00,60632.00
malawi,Old Town,Sep/21,149260,8030,37,22,7,71163.00,48165.00,35504.00,188947.00,38840.00,117846.00,75931.00
malawi,Old Town,Oct/21,149260,8030,34,23,7,83959.00,54141.00,39606.00,396862.00,50334.00,51390.00,35318.00
malawi,Old Town,Nov/21,149260,8030,33,23,6,81324.00,58685.00,38868.00,223571.00,44483.00,69080.00,35726.00
malawi,Old Town,Dec/21,149260,8030,34,24,9,96972.00,66274.00,34756.00,370172.00,48403.00,111049.00,62155.00
malawi,Capital Hill,Jan/21,107366,5194,70,32,12,28171.00,21084.00,13847.00,422544.00,18113.00,89425.00,54417.00
malawi,Capital Hill,Feb/21,107366,5194,70,31,9,51376.00,36880.00,19901.00,204265.00,22177.00,7947.00,4158.00
malawi,Capital Hill,Mar/21,107366,5194,70,32,9,36259.00,23943.00,15588.00,434727.00,22089.00,86768.00,51033.00
malawi,Capital Hill,Apr/21,107366,5194,70,30,11,15451.00,9993.00,5586.00,410022.00,33426.00,65762.00,34505.00
malawi,Capital Hill,May/21,107366,5194,73,32,13,26386.00,13726.00,7232.00,130610.00,23844.00,16634.00,9105.00
malawi,Capital Hill,Jun/21,107366,5194,75,30,10,37896.00,22586.00,17578.00,388067.00,19777.00,115178.00,76871.00
malawi,Capital Hill,Jul/21,107366,5194,73,30,12,50325.00,25652.00,13922.00,342094.00,34862.00,104113.00,64986.00
malawi,Capital Hill,Aug/21,107366,5194,71,29,11,40011.00,29745.00,17457.00,394861.00,23395.00,113299.00,65037.00
malawi,Capital Hill,Sep/21,107366,5194,71,30,10,30019.00,17956.00,14081.00,116375.00,28294.00,10204.00,6517.00
malawi,Capital Hill,Oct/21,107366,5194,75,32,10,73835.00,51662.00,36977.00,239187.00,25812.00,80795.00,49577.00
malawi,Capital Hill,Nov/21,107366,5194,75,32,13,24462.00,12709.00,8839.00,263724.00,31373.00,67202.00,47012.00
malawi,Capital Hill,Dec/21,107366,5194,72,31,11,74612.00,55540.00,31337.00,449893.00,33855.00,106548.00,72253.00
malawi,Kanengo,Jan/21,9270,264,77,27,7,66869.00,52605.00,36285.00,157745.00,2932.00,83708.00,46321.00
malawi,Kanengo,Feb/21,9270,264,72,25,5,51130.00,34648.00,18989.00,351843.00,1471.00,116307.00,79098.00
malawi,Kanengo,Mar/21,9270,264,75,27,4,87484.00,51659.00,26353.00,165415.00,1981.00,105722.00,59835.00
malawi,Kanengo,Apr/21,9270,264,74,26,6,31201.00,24309.00,14658.00,297782.00,2449.00,112835.00,60068.00
malawi,Kanengo,May/21,9270,264,76,28,5,33986.00,22897.00,11614.00,344194.00,2844.00,113049.00,78491.00
malawi,Kanengo,Jun/21,9270,264,77,28,3,15400.00,10635.00,7901.00,112849.00,2335.00,18150.00,9815.00
malawi,Kanengo,Jul/21,9270,264,76,27,6,70223.00,43658.00,27828.00,338130.00,3216.00,11515.00,6530.00
malawi,Kanengo,Aug/21,9270,264,73,28,4,43353.00,31918.00,23115.00,435830.00,2691.00,72022.00,46853.00
malawi,Kanengo,Sep/21,9270,264,75,28,6,76358.00,54729.00,39556.00,210777.00,2795.00,100080.00,55698.00
malawi,Kanengo,Oct/21,9270,264,75,25,5,83644.00,58554.00,33270.00,284612.00,3063.00,103041.00,66740.00
malawi,Kanengo,Nov/21,9270,264,72,26,6,40846.00,30577.00,19700.00,265893.00,2167.00,20084.00,13733.00
malawi,Kanengo,Dec/21,9270,264,72,25,7,63089.00,46599.00,35268.00,294519.00,2506.00,28037.00,17371.00
malawi,Lumbadzi,Jan/21,3679,102,45,13,14,65868.00,34179.00,19712.00,232005.00,1141.00,69371.00,44511.00
malawi,Lumbadzi,Feb/21,3679,102,45,16,14,38795.00,28132.00,17113.00,194126.00,658.00,47692.00,28215.00
malawi,Lumbadzi,Mar/21,3679,102,46,15,13,53327.00,29233.00,19995.00,386251.00,857.00,16945.00,10881.00
malawi,Lumbadzi,Apr/21,3679,102,48,13,11,37454.00,21325.00,14318.00,375925.00,810.00,109223.00,54661.00
malawi,Lumbadzi,May/21,3679,102,44,14,11,49833.00,28394.00,17164.00,277073.00,839.00,32805.00,17440.00
malawi,Lumbadzi,Jun/21,3679,102,46,14,10,11467.00,8952.00,6982.00,353912.00,964.00,80718.00,45810.00
malawi,Lumbadzi,Jul/21,3679,102,48,15,12,39036.00,25616.00,15316.00,199513.00,1135.00,103054.00,68364.00
malawi,Lumbadzi,Aug/21,3679,102,45,13,12,20540.00,12809.00,7412.00,151717.00,1155.00,50903.00,26475.00
malawi,Lumbadzi,Sep/21,3679,102,48,14,10,91060.00,46392.00,25868.00,160273.00,774.00,68651.00,45142.00
malawi,Lumbadzi,Oct/21,3679,102,48,15,13,71582.00,49198.00,30381.00,183846.00,1055.00,99890.00,53369.00
malawi,Lumbadzi,Nov/21,3679,102,46,15,14,43409.00,28848.00,22754.00,438360.00,715.00,41947.00,25446.00
malawi,Lumbadzi,Dec/21,3679,102,48,13,12,43970.00,32651.00,19185.00,479952.00,1018.00,18237.00,9613.00
malawi,Old Town,Jan/22,158220,6044,65,26,5,58284.00,45588.00,24994.00,202467.00,52569.00,73485.00,39510.00
malawi,Old Town,Feb/22,158220,6044,65,28,3,11503.00,8425.00,6219.00,400744.00,41467.00,26754.00,14967.00
malawi,Old Town,Mar/22,158220,6044,66,26,4,32191.00,21062.00,13498.00,322219.00,41959.00,15640.00,9075.00
malawi,Old Town,Apr/22,158220,6044,62,28,5,79265.00,59952.00,30285.00,325875.00,42625.00,44771.00,26215.00
malawi,Old Town,May/22,158220,6044,63,29,3,12802.00,9973.00,7461.00,493224.00,54813.00,68666.00,45849.00
malawi,Old Town,Jun/22,158220,6044,62,28,3,66014.00,42371.00,24856.00,414606.00,54482.00,67964.00,44150.00
malawi,Old Town,Jul/22,158220,6044,65,29,7,67231.00,44781.00,34572.00,145904.00,32375.00,21398.00,14123.00
malawi,Old Town,Aug/22,158220,6044,66,27,5,98463.00,51310.00,25987.00,315886.00,26357.00,43066.00,27037.00
malawi,Old Town,Sep/22,158220,6044,62,27,7,17905.00,13409.00,6732.00,408538.00,45729.00,35084.00,22883.00
malawi,Old Town,Oct/22,158220,6044,67,28,4,50622.00,28702.00,14970.00,177842.00,46400.00,3265.00,1856.00
malawi,Old Town,Nov/22,158220,6044,63,29,3,38381.00,26595.00,17353.00,371245.00,28386.00,28148.00,16151.00
malawi,Old Town,Dec/22,158220,6044,67,29,3,34568.00,24468.00,13110.00,125949.00,44929.00,86875.00,46928.00
malawi,Capital Hill,Jan/22,113513,5311,29,38,10,66651.00,40465.00,30684.00,203183.00,36258.00,104898.00,57306.00
malawi,Capital Hill,Feb/22,113513,5311,26,38,11,93052.00,47063.00,30822.00,368472.00,24780.00,74749.00,42302.00
malawi,Capital Hill,Mar/22,113513,5311,27,35,12,34479.00,25147.00,14303.00,417976.00,18765.00,30206.00,15119.00
malawi,Capital Hill,Apr/22,113513,5311,31,36,13,56888.00,31475.00,19677.00,280093.00,17849.00,23703.00,16482.00
malawi,Capital Hill,May/22,113513,5311,31,36,12,12090.00,7085.00,4165.00,327307.00,20431.00,44171.00,25300.00
malawi,Capital Hill,Jun/22,113513,5311,27,37,11,5095.00,3130.00,2035.00,298397.00,29924.00,58107.00,38601.00
malawi,Capital Hill,Jul/22,113513,5311,27,35,13,91364.00,51751.00,35894.00,140837.00,24624.00,115710.00,69423.00
malawi,Capital Hill,Aug/22,113513,5311,29,37,9,60321.00,39228.00,22494.00,482696.00,18523.00,76884.00,40655.00
malawi,Capital Hill,Sep/22,113513,5311,30,35,12,61627.00,44357.00,23696.00,136572.00,32549.00,107496.00,55843.00
malawi,Capital Hill,Oct/22,113513,5311,26,38,11,44697.00,22832.00,16845.00,389385.00,35705.00,75561.00,43593.00
malawi,Capital Hill,Nov/22,113513,5311,27,38,11,27950.00,18466.00,12076.00,162994.00,36435.00,84236.00,48958.00
malawi,Capital Hill,Dec/22,113513,5311,28,35,10,38375.00,26657.00,19644.00,406750.00,23450.00,95634.00,60690.00
malawi,Kanengo,Jan/22,9611,240,73,27,13,61750.00,33847.00,19519.00,448843.00,3236.00,72317.00,46794.00
malawi,Kanengo,Feb/22,9611,240,72,26,10,42922.00,32906.00,19641.00,291166.00,2307.00,18890.00,12434.00
malawi,Kanengo,Mar/22,9611,240,72,26,10,53043.00,38186.00,22940.00,277604.00,1749.00,89158.00,51342.00
malawi,Kanengo,Apr/22,9611,240,74,26,12,39873.00,27083.00,14523.00,101737.00,1663.00,116176.00,59351.00
malawi,Kanengo,May/22,9611,240,73,27,10,26448.00,15303.00,9285.00,370311.00,2876.00,12218.00,6993.00
malawi,Kanengo,Jun/22,9611,240,72,28,12,34061.00,24311.00,17801.00,236484.00,2904.00,99353.00,55403.00
malawi,Kanengo,Jul/22,9611,240,76,28,10,40198.00,29995.00,15997.00,390421.00,2088.00,32615.00,19177.00
malawi,Kanengo,Aug/22,9611,240,76,27,14,91725.00,58094.00,31692.00,425414.00,1895.00,16923.00,11373.00
malawi,Kanengo,Sep/22,9611,240,72,27,11,92085.00,57819.00,38785.00,405557.00,3083.00,55148.00,33838.00
malawi,Kanengo,Oct/22,9611,240,73,26,12,57505.00,33227.00,17398.00,371968.00,1858.00,91387.00,53464.00
malawi,Kanengo,Nov/22,9611,240,76,28,14,91839.00,61544.00,32366.00,327510.00,2954.00,96581.00,59374.00
malawi,Kanengo,Dec/22,9611,240,72,25,12,42199.00,26106.00,19901.00,272466.00,2288.00,21646.00,11743.00
malawi,Lumbadzi,Jan/22,3707,127,61,23,6,32941.00,20317.00,11535.00,273428.00,1089.00,38583.00,21680.00
malawi,Lumbadzi,Feb/22,3707,127,58,22,6,75339.00,56289.00,29529.00,192480.00,819.00,111525.00,61195.00
malawi,Lumbadzi,Mar/22,3707,127,62,23,5,32288.00,22082.00,16253.00,161163.00,1170.00,64148.00,38415.00
malawi,Lumbadzi,Apr/22,3707,127,60,22,4,97036.00,62533.00,31554.00,407951.00,1030.00,63304.00,32272.00
malawi,Lumbadzi,May/22,3707,127,62,24,5,8442.00,5244.00,3365.00,232615.00,746.00,25506.00,15987.00
malawi,Lumbadzi,Jun/22,3707,127,59,23,4,14443.00,10848.00,5791.00,276752.00,1105.00,79759.00,51273.00
malawi,Lumbadzi,Jul/22,3707,127,59,22,6,58442.00,29577.00,17765.00,311110.00,667.00,30637.00,19824.00
malawi,Lumbadzi,Aug/22,3707,127,59,24,3,95014.00,66714.00,52552.00,377723.00,852.00,7423.00,4558.00
malawi,Lumbadzi,Sep/22,3707,127,58,23,7,87518.00,58004.00,45479.00,233214.00,1245.00,28820.00,14567.00
malawi,Lumbadzi,Oct/22,3707,127,60,25,3,97843.00,68855.00,36577.00,351693.00,1150.00,113550.00,60110.00
malawi,Lumbadzi,Nov/22,3707,127,61,24,3,51302.00,39911.00,25246.00,214834.00,1026.00,31838.00,20113.00
malawi,Lumbadzi,Dec/22,3707,127,61,23,4,24508.00,15256.00,12172.00,225995.00,1073.00,118574.00,77925.00
malawi,Old Town,Jan/23,157543,5418,64,23,2,14643.00,8479.00,6235.00,255372.00,39707.00,92615.00,48698.00
malawi,Old Town,Feb/23,157543,5418,64,25,5,15126.00,10332.00,5423.00,395457.00,37688.00,85588.00,44456.00
malawi,Old Town,Mar/23,157543,5418,63,23,4,79649.00,58960.00,44219.00,356175.00,40013.00,106374.00,74156.00
malawi,Old Town,Apr/23,157543,5418,63,24,3,44934.00,24510.00,15563.00,430330.00,29120.00,110133.00,61457.00
malawi,Old Town,May/23,157543,5418,67,26,1,97263.00,50109.00,26283.00,122313.00,24869.00,72138.00,43955.00
malawi,Old Town,Jun/23,157543,5418,64,25,4,73633.00,53258.00,28682.00,195811.00,51480.00,63000.00,42681.00
malawi,Old Town,Jul/23,157543,5418,67,23,2,55623.00,43077.00,27060.00,142479.00,48161.00,89915.00,58465.00
malawi,Old Town,Aug/23,157543,5418,68,24,1,6170.00,3363.00,2525.00,213827.00,33122.00,29216.00,15947.00
malawi,Old Town,Sep/23,157543,5418,68,25,5,36078.00,25025.00,20000.00,187616.00,33174.00,58419.00,29325.00
malawi,Old Town,Oct/23,157543,5418,64,25,1,40688.00,21552.00,16297.00,411725.00,48643.00,104217.00,64569.00
malawi,Old Town,Nov/23,157543,5418,66,26,4,55922.00,40256.00,29657.00,252928.00,31105.00,59892.00,37594.00
malawi,Old Town,Dec/23,157543,5418,67,24,4,42013.00,27560.00,18310.00,286598.00,31731.00,46493.00,30417.00
malawi,Capital Hill,Jan/23,117853,6103,18,20,6,5038.00,2623.00,1620.00,308066.00,29386.00,98763.00,51506.00
malawi,Capital Hill,Feb/23,117853,6103,21,19,7,32806.00,19605.00,14484.00,484372.00,20074.00,86213.00,55109.00
malawi,Capital Hill,Mar/23,117853,6103,21,19,5,56680.00,39272.00,30974.00,278939.00,19931.00,103487.00,63041.00
malawi,Capital Hill,Apr/23,117853,6103,19,21,7,42268.00,30099.00,21442.00,112216.00,27428.00,61749.00,38114.00
malawi,Capital Hill,May/23,117853,6103,22,20,7,57496.00,44678.00,32154.00,122690.00,18047.00,30830.00,19119.00
malawi,Capital Hill,Jun/23,117853,6103,21,19,3,56291.00,39336.00,24056.00,470447.00,30718.00,92152.00,52682.00
malawi,Capital Hill,Jul/23,117853,6103,19,19,4,58531.00,45569.00,30869.00,383121.00,28594.00,52649.00,26976.00
malawi,Capital Hill,Aug/23,117853,6103,19,21,3,12858.00,7898.00,3994.00,176013.00,20267.00,14605.00,8296.00
malawi,Capital Hill,Sep/23,117853,6103,20,20,3,86045.00,50221.00,37111.00,311725.00,30332.00,18640.00,11631.00
malawi,Capital Hill,Oct/23,117853,6103,17,19,3,69810.00,48922.00,27270.00,347679.00,29628.00,106536.00,68643.00
malawi,Capital Hill,Nov/23,117853,6103,19,18,3,17189.00,10500.00,6553.00,328319.00,28308.00,46435.00,27520.00
malawi,Capital Hill,Dec/23,117853,6103,19,20,6,30374.00,22806.00,17772.00,425045.00,36825.00,111733.00,76229.00
malawi,Kanengo,Jan/23,9693,421,96,31,10,65826.00,33398.00,17678.00,318661.00,3089.00,24660.00,13113.00
malawi,Kanengo,Feb/23,9693,421,96,33,8,72789.00,57274.00,44950.00,435502.00,1491.00,15722.00,9761.00
malawi,Kanengo,Mar/23,9693,421,95,32,8,75108.00,47474.00,26407.00,195153.00,2222.00,59152.00,40742.00
malawi,Kanengo,Apr/23,9693,421,92,30,9,55141.00,30577.00,17860.00,286081.00,2590.00,8853.00,5566.00
malawi,Kanengo,May/23,9693,421,92,31,11,32971.00,22679.00,18115.00,299395.00,2919.00,51274.00,28820.00
malawi,Kanengo,Jun/23,9693,421,94,33,8,82188.00,41230.00,27777.00,422063.00,1836.00,74388.00,50623.00
malawi,Kanengo,Jul/23,9693,421,93,33,7,72330.00,42051.00,33267.00,325805.00,1512.00,99718.00,65247.00
malawi,Kanengo,Aug/23,9693,421,92,31,11,33099.00,22451.00,16785.00,436947.00,2144.00,84729.00,58770.00
malawi,Kanengo,Sep/23,9693,421,97,33,11,37346.00,26433.00,20432.00,261942.00,2419.00,22186.00,12869.00
malawi,Kanengo,Oct/23,9693,421,95,31,11,58482.00,30184.00,19414.00,373992.00,1763.00,96134.00,52921.00
malawi,Kanengo,Nov/23,9693,421,92,32,10,38547.00,21737.00,11010.00,290226.00,2619.00,23817.00,13020.00
malawi,Kanengo,Dec/23,9693,421,95,32,8,65876.00,38207.00,26475.00,357174.00,2079.00,115964.00,77587.00
malawi,Lumbadzi,Jan/23,3792,204,94,35,10,61835.00,39057.00,29124.00,471936.00,649.00,79277.00,49422.00
malawi,Lumbadzi,Feb/23,3792,204,90,36,14,21272.00,11471.00,6775.00,137395.00,596.00,30959.00,20057.00
malawi,Lumbadzi,Mar/23,3792,204,92,36,13,47906.00,27152.00,17980.00,155693.00,1300.00,45987.00,30115.00
malawi,Lumbadzi,Apr/23,3792,204,92,35,10,64074.00,35604.00,26215.00,209025.00,934.00,82812.00,52332.00
malawi,Lumbadzi,May/23,3792,204,90,38,14,49240.00,29128.00,16493.00,253736.00,1306.00,114742.00,64898.00
malawi,Lumbadzi,Jun/23,3792,204,89,37,12,23647.00,17178.00,10563.00,377458.00,1003.00,53481.00,27141.00
malawi,Lumbadzi,Jul/23,3792,204,92,38,14,48514.00,30873.00,19625.00,270317.00,1063.00,16379.00,10089.00
malawi,Lumbadzi,Aug/23,3792,204,94,36,14,96795.00,72990.00,56839.00,164311.00,1203.00,23101.00,13403.00
malawi,Lumbadzi,Sep/23,3792,204,94,38,13,64589.00,42370.00,21558.00,237734.00,1257.00,27415.00,14521.00
malawi,Lumbadzi,Oct/23,3792,204,94,38,11,50968.00,40140.00,26967.00,256823.00,1165.00,109223.00,60335.00
malawi,Lumbadzi,Nov/23,3792,204,90,36,14,44089.00,22504.00,17226.00,313378.00,1206.00,64931.00,44766.00
malawi,Lumbadzi,Dec/23,3792,204,94,38,13,71782.00,48488.00,36021.00,328475.00,1097.00,29435.00,15372.00
malawi,Old Town,Jan/24,166227,5812,93,31,1,10181.00,6463.00,4717.00,349020.00,35033.00,114039.00,67722.00
malawi,Old Town,Feb/24,166227,5812,94,31,3,44619.00,28998.00,19535.00,355863.00,49395.00,55237.00,33454.00
malawi,Old Town,Mar/24,166227,5812,93,33,4,30793.00,20545.00,11811.00,162019.00,30685.00,53318.00,37058.00
malawi,Old Town,Apr/24,166227,5812,92,30,4,67391.00,42687.00,30775.00,102026.00,57284.00,41042.00,23960.00
malawi,Old Town,May/24,166227,5812,92,30,5,33297.00,23770.00,18992.00,322210.00,25497.00,26485.00,16927.00
malawi,Old Town,Jun/24,166227,5812,92,31,1,55859.00,33273.00,18036.00,370311.00,55645.00,110064.00,58008.00
malawi,Old Town,Jul/24,166227,5812,90,30,2,44364.00,34554.00,18416.00,461745.00,45855.00,37445.00,19760.00
malawi,Old Town,Aug/24,166227,5812,92,30,3,25135.00,19638.00,12579.00,139887.00,41486.00,72402.00,47923.00
malawi,Old Town,Sep/24,166227,5812,95,32,2,55702.00,31010.00,15555.00,335923.00,33908.00,95588.00,55856.00
malawi,Old Town,Oct/24,166227,5812,91,32,3,5945.00,4713.00,2419.00,438874.00,39932.00,86924.00,47057.00
malawi,Old Town,Nov/24,166227,5812,90,33,2,38268.00,24289.00,17869.00,182410.00,26127.00,38087.00,23716.00
malawi,Old Town,Dec/24,166227,5812,95,30,1,42369.00,24190.00,15270.00,346276.00,52944.00,12560.00,7339.00
malawi,Capital Hill,Jan/24,122297,4169,102,32,11,69936.00,37695.00,22344.00,247823.00,39522.00,20635.00,13528.00
malawi,Capital Hill,Feb/24,122297,4169,99,33,11,12856.00,7037.00,3742.00,494533.00,39431.00,106716.00,64360.00
malawi,Capital Hill,Mar/24,122297,4169,100,32,8,98443.00,72137.00,39367.00,196741.00,37769.00,86155.00,54761.00
malawi,Capital Hill,Apr/24,122297,4169,100,32,9,75248.00,44776.00,34416.00,436296.00,29887.00,28817.00,15521.00
malawi,Capital Hill,May/24,122297,4169,100,32,10,7475.00,5526.00,3757.00,130459.00,20977.00,19750.00,13717.00
malawi,Capital Hill,Jun/24,122297,4169,97,34,10,78707.00,51909.00,33466.00,214198.00,22575.00,59718.00,35183.00
malawi,Capital Hill,Jul/24,122297,4169,99,32,10,44871.00,23103.00,17198.00,228859.00,33337.00,61352.00,33243.00
malawi,Capital Hill,Aug/24,122297,4169,99,34,9,43725.00,32602.00,21869.00,135145.00,25255.00,99513.00,50761.00
malawi,Capital Hill,Sep/24,122297,4169,102,32,7,50875.00,33404.00,18488.00,349287.00,30261.00,7285.00,4022.00
malawi,Capital Hill,Oct/24,122297,4169,99,35,9,36495.00,25618.00,17959.00,328257.00,26729.00,23604.00,13624.00
malawi,Capital Hill,Nov/24,122297,4169,99,32,7,72298.00,36516.00,20408.00,181549.00,42345.00,50215.00,28380.00
malawi,Capital Hill,Dec/24,122297,4169,100,34,8,80943.00,55577.00,30525.00,295733.00,26587.00,37883.00,25605.00
malawi,Kanengo,Jan/24,10312,312,72,20,7,90389.00,64268.00,46605.00,406915.00,2353.00,115308.00,59341.00
malawi,Kanengo,Feb/24,10312,312,72,21,9,37818.00,25145.00,18692.00,235918.00,3504.00,90006.00,55329.00
malawi,Kanengo,Mar/24,10312,312,74,21,8,10355.00,6258.00,3619.00,480562.00,1997.00,68137.00,47642.00
malawi,Kanengo,Apr/24,10312,312,75,20,8,87074.00,45487.00,32664.00,321528.00,2283.00,29677.00,17659.00
malawi,Kanengo,May/24,10312,312,75,23,6,5447.00,3936.00,2323.00,436483.00,2331.00,117945.00,63014.00
malawi,Kanengo,Jun/24,10312,312,72,23,7,57880.00,40509.00,25415.00,449184.00,2525.00,36841.00,23183.00
malawi,Kanengo,Jul/24,10312,312,71,23,7,5164.00,4017.00,2247.00,402086.00,3192.00,115353.00,61379.00
malawi,Kanengo,Aug/24,10312,312,70,23,8,75305.00,38709.00,28269.00,292131.00,2634.00,53939.00,33404.00
malawi,Kanengo,Sep/24,10312,312,70,23,7,72826.00,46016.00,28397.00,169335.00,2955.00,59342.00,31131.00
malawi,Kanengo,Oct/24,10312,312,70,23,7,91694.00,70374.00,48952.00,174139.00,2325.00,90344.00,51406.00
malawi,Kanengo,Nov/24,10312,312,74,20,5,87071.00,63417.00,44812.00,303340.00,1965.00,7525.00,4145.00
malawi,Kanengo,Dec/24,10312,312,70,23,7,94398.00,74914.00,50411.00,197155.00,1603.00,41984.00,27449.00
malawi,Lumbadzi,Jan/24,4100,144,20,29,8,33483.00,20433.00,11974.00,473999.00,857.00,89919.00,54312.00
malawi,Lumbadzi,Feb/24,4100,144,18,26,8,40328.00,29459.00,20340.00,196223.00,726.00,30262.00,18172.00
malawi,Lumbadzi,Mar/24,4100,144,21,27,7,70957.00,55255.00,32510.00,473987.00,1323.00,49289.00,28597.00
malawi,Lumbadzi,Apr/24,4100,144,19,28,7,30369.00,22045.00,12223.00,243488.00,716.00,11189.00,5618.00
malawi,Lumbadzi,May/24,4100,144,21,29,11,69515.00,44546.00,25018.00,433094.00,1278.00,32646.00,20981.00
malawi,Lumbadzi,Jun/24,4100,144,21,28,9,90848.00,66367.00,52594.00,278191.00,1257.00,89850.00,52695.00
malawi,Lumbadzi,Jul/24,4100,144,20,29,7,82315.00,57629.00,34586.00,471265.00,1017.00,118466.00,64100.00
malawi,Lumbadzi,Aug/24,4100,144,22,27,7,18030.00,13626.00,8944.00,234015.00,1352.00,44467.00,22305.00
malawi,Lumbadzi,Sep/24,4100,144,17,26,8,18952.00,12835.00,9537.00,281328.00,1308.00,15240.00,10513.00
malawi,Lumbadzi,Oct/24,4100,144,22,27,11,31251.00,20548.00,12373.00,434624.00,817.00,106235.00,59008.00
malawi,Lumbadzi,Nov/24,4100,144,22,26,11,25319.00,18467.00,11234.00,199570.00,880.00,42137.00,27925.00
malawi,Lumbadzi,Dec/24,4100,144,21,29,8,85797.00,61628.00,35887.00,495990.00,649.00,39504.00,25654.00
Uganda,Rubaga,Jan/20,141678,7912,50,29,7,64007.00,46161.00,30375.00,426112.00,27773.00,42686.00,18684.00
Uganda,Rubaga,Feb/20,141678,7912,51,29,8,5819.00,3385.00,2245.00,178410.00,20866.00,18528.00,9664.00
Uganda,Rubaga,Mar/20,141678,7912,49,27,10,9501.00,7277.00,4015.00,212849.00,44077.00,84436.00,35744.00
Uganda,Rubaga,Apr/20,141678,7912,50,30,9,71794.00,43638.00,30730.00,493249.00,14635.00,29714.00,16821.00
Uganda,Rubaga,May/20,141678,7912,50,27,9,10277.00,7569.00,5673.00,420769.00,30365.00,74841.00,39450.00
Uganda,Rubaga,Jun/20,141678,7912,54,28,8,35337.00,21654.00,12248.00,231739.00,49161.00,33997.00,14356.00
Uganda,Rubaga,Jul/20,141678,7912,51,28,8,47677.00,30419.00,18905.00,106951.00,62128.00,5289.00,4202.00
Uganda,Rubaga,Aug/20,141678,7912,49,30,8,46122.00,32238.00,24023.00,477310.00,33571.00,69739.00,29075.00
Uganda,Rubaga,Sep/20,141678,7912,54,28,11,57347.00,30760.00,18830.00,382131.00,62844.00,35822.00,16525.00
Uganda,Rubaga,Oct/20,141678,7912,54,29,11,21252.00,11352.00,8806.00,169822.00,34011.00,75545.00,39484.00
Uganda,Rubaga,Nov/20,141678,7912,49,30,7,95451.00,55503.00,35329.00,119419.00,36128.00,63857.00,38108.00
Uganda,Rubaga,Dec/20,141678,7912,49,27,8,98398.00,49421.00,30286.00,360027.00,68648.00,55660.00,36676.00
